Order ID,Product ID,Qty
CA-2014-102008,OFF-PA-10004092,1
CA-2014-102085,OFF-LA-10002475,4
CA-2014-102274,OFF-AR-10002833,3
CA-2014-102274,OFF-PA-10004359,6
CA-2014-102274,OFF-ST-10001511,3
CA-2014-102274,TEC-PH-10002923,1
CA-2014-102295,FUR-CH-10001714,1
CA-2014-102330,OFF-LA-10003923,6
CA-2014-102330,TEC-PH-10001051,4
CA-2014-102645,OFF-PA-10001804,6
CA-2014-102652,FUR-FU-10000747,2
CA-2014-102652,FUR-FU-10001918,7
CA-2014-102652,OFF-PA-10001977,1
CA-2014-102652,OFF-PA-10003309,3
CA-2014-102673,OFF-AR-10000634,3
CA-2014-102673,OFF-FA-10003021,5
CA-2014-102673,TEC-PH-10004434,9
CA-2014-102869,FUR-FU-10002456,3
CA-2014-102869,OFF-PA-10000788,3
CA-2014-102869,TEC-AC-10002134,6
CA-2014-102869,TEC-PH-10002549,1
CA-2014-102988,OFF-AR-10000127,7
CA-2014-102988,OFF-AR-10004757,7
CA-2014-102988,OFF-PA-10003349,2
CA-2014-102988,OFF-SU-10002881,5
CA-2014-102988,TEC-PH-10001615,1
CA-2014-103058,TEC-AC-10001314,2
CA-2014-103086,FUR-FU-10004586,2
CA-2014-103100,OFF-BI-10004600,3
CA-2014-103100,OFF-LA-10003720,1
CA-2014-103191,OFF-ST-10002574,3
CA-2014-103219,FUR-FU-10004091,9
CA-2014-103310,FUR-CH-10002320,1
CA-2014-103310,OFF-PA-10004353,2
CA-2014-103310,OFF-SU-10004737,6
CA-2014-103310,TEC-PH-10001817,5
CA-2014-103317,FUR-FU-10001591,2
CA-2014-103317,FUR-FU-10003192,3
CA-2014-103317,OFF-BI-10001787,5
CA-2014-103331,FUR-FU-10001731,4
CA-2014-103331,OFF-PA-10002160,3
CA-2014-103331,OFF-PA-10002659,1
CA-2014-103373,TEC-PH-10002885,2
CA-2014-103401,OFF-PA-10003309,2
CA-2014-103429,OFF-AP-10001005,3
CA-2014-103429,OFF-BI-10004233,2
CA-2014-103429,TEC-PH-10003505,5
CA-2014-103492,OFF-BI-10004140,1
CA-2014-103492,OFF-BI-10004817,5
CA-2014-103492,TEC-PH-10001128,6
CA-2014-103492,TEC-PH-10004667,7
CA-2014-103527,OFF-PA-10001622,3
CA-2014-103590,OFF-EN-10004007,4
CA-2014-103660,TEC-PH-10000895,7
CA-2014-103702,OFF-BI-10002429,7
CA-2014-103744,OFF-BI-10000320,3
CA-2014-103744,OFF-LA-10004425,3
CA-2014-103800,OFF-PA-10000174,2
CA-2014-103807,OFF-PA-10002195,3
CA-2014-103807,TEC-AC-10000199,1
CA-2014-103849,FUR-FU-10000723,4
CA-2014-103849,TEC-AC-10001465,2
CA-2014-103849,TEC-PH-10002597,1
CA-2014-103940,FUR-FU-10004671,2
CA-2014-103940,OFF-BI-10002735,5
CA-2014-103940,OFF-ST-10004963,2
CA-2014-103989,FUR-FU-10002508,3
CA-2014-103989,OFF-BI-10001196,5
CA-2014-103989,OFF-LA-10000443,4
CA-2014-103989,OFF-ST-10000918,3
CA-2014-103989,TEC-AC-10002647,2
CA-2014-103989,TEC-PH-10004667,3
CA-2014-104178,FUR-FU-10000771,1
CA-2014-104178,OFF-PA-10004983,4
CA-2014-104178,OFF-ST-10004258,4
CA-2014-104178,TEC-AC-10002399,5
CA-2014-104269,FUR-CH-10004063,2
CA-2014-104283,FUR-TA-10001039,1
CA-2014-104283,OFF-ST-10004337,5
CA-2014-104283,TEC-AC-10000109,4
CA-2014-104402,TEC-MA-10000423,3
CA-2014-104472,FUR-FU-10000246,6
CA-2014-104472,OFF-BI-10001658,3
CA-2014-104563,FUR-CH-10002780,6
CA-2014-104563,FUR-CH-10004495,2
CA-2014-104563,OFF-AR-10000390,5
CA-2014-104563,OFF-ST-10000934,5
CA-2014-104738,OFF-BI-10002160,3
CA-2014-104738,OFF-EN-10004955,3
CA-2014-104738,TEC-AC-10003628,2
CA-2014-104738,TEC-PH-10002468,2
CA-2014-104773,OFF-ST-10000777,2
CA-2014-104780,OFF-AR-10003514,8
CA-2014-104808,OFF-BI-10003676,2
CA-2014-104829,OFF-PA-10003016,7
CA-2014-104976,OFF-PA-10003845,6
CA-2014-105165,FUR-TA-10004154,1
CA-2014-105165,OFF-AR-10003179,3
CA-2014-105165,OFF-BI-10000050,2
CA-2014-105165,TEC-AC-10002718,4
CA-2014-105165,TEC-PH-10000675,3
CA-2014-105172,OFF-LA-10001641,6
CA-2014-105249,FUR-BO-10000330,4
CA-2014-105249,OFF-LA-10002043,4
CA-2014-105249,OFF-SU-10001225,2
CA-2014-105270,FUR-CH-10000988,1
CA-2014-105270,OFF-AR-10003156,3
CA-2014-105417,FUR-FU-10004864,3
CA-2014-105417,OFF-BI-10003708,7
CA-2014-105648,FUR-TA-10002958,3
CA-2014-105872,OFF-BI-10003684,4
CA-2014-105893,OFF-ST-10004186,6
CA-2014-105984,FUR-CH-10000847,3
CA-2014-105984,TEC-PH-10000560,5
CA-2014-106054,OFF-AR-10002399,3
CA-2014-106229,FUR-TA-10002041,3
CA-2014-106264,FUR-FU-10001852,2
CA-2014-106264,OFF-SU-10002189,3
CA-2014-106376,OFF-AR-10002671,8
CA-2014-106376,TEC-PH-10002726,4
CA-2014-106439,FUR-CH-10003833,3
CA-2014-106439,OFF-AR-10001419,3
CA-2014-106439,OFF-BI-10002571,2
CA-2014-106439,OFF-BI-10004209,3
CA-2014-106439,OFF-FA-10002975,3
CA-2014-106439,OFF-PA-10000477,13
CA-2014-106439,OFF-ST-10001963,4
CA-2014-106439,OFF-ST-10003996,5
CA-2014-106439,TEC-AC-10004568,9
CA-2014-106572,OFF-ST-10000585,2
CA-2014-106719,OFF-BI-10002799,2
CA-2014-106803,OFF-ST-10002444,2
CA-2014-106803,TEC-AC-10001267,4
CA-2014-106810,FUR-FU-10004306,2
CA-2014-106971,TEC-AC-10000844,7
CA-2014-107139,OFF-BI-10001670,6
CA-2014-107153,OFF-ST-10001321,3
CA-2014-107181,OFF-BI-10004230,3
CA-2014-107181,OFF-PA-10000350,4
CA-2014-107398,OFF-BI-10001982,4
CA-2014-107398,OFF-BI-10002103,8
CA-2014-107398,OFF-BI-10004141,3
CA-2014-107454,FUR-FU-10004018,6
CA-2014-107454,OFF-LA-10001569,7
CA-2014-107524,OFF-EN-10001990,2
CA-2014-107524,OFF-PA-10000587,5
CA-2014-107573,OFF-EN-10001099,3
CA-2014-107594,OFF-AR-10000716,1
CA-2014-107706,OFF-PA-10000466,3
CA-2014-107755,TEC-AC-10000710,7
CA-2014-107769,TEC-PH-10001336,2
CA-2014-107811,OFF-ST-10000798,5
CA-2014-107818,FUR-CH-10000454,5
CA-2014-107818,OFF-AR-10000380,8
CA-2014-107818,OFF-AR-10003045,2
CA-2014-107818,OFF-ST-10000736,6
CA-2014-107916,FUR-FU-10004586,2
CA-2014-107916,OFF-BI-10001116,3
CA-2014-108147,OFF-BI-10003876,2
CA-2014-108147,OFF-ST-10003470,6
CA-2014-108182,OFF-BI-10001196,2
CA-2014-108189,OFF-EN-10004846,6
CA-2014-108189,OFF-PA-10001838,2
CA-2014-108189,OFF-SU-10003567,2
CA-2014-108189,TEC-AC-10003038,1
CA-2014-108189,TEC-PH-10001557,3
CA-2014-108189,TEC-PH-10001760,2
CA-2014-108273,FUR-FU-10002116,2
CA-2014-108273,OFF-PA-10000029,7
CA-2014-108609,FUR-TA-10003954,8
CA-2014-108707,OFF-PA-10000788,2
CA-2014-108861,OFF-BI-10003876,4
CA-2014-108903,OFF-AR-10004010,2
CA-2014-108903,OFF-EN-10004030,5
CA-2014-108903,TEC-AC-10003023,3
CA-2014-109043,OFF-AP-10004708,5
CA-2014-109043,OFF-PA-10000312,5
CA-2014-109127,OFF-LA-10004409,6
CA-2014-109134,FUR-FU-10000320,6
CA-2014-109218,OFF-AR-10001374,5
CA-2014-109232,FUR-CH-10000422,6
CA-2014-109302,OFF-BI-10002854,7
CA-2014-109491,FUR-FU-10000221,4
CA-2014-109491,TEC-AC-10001284,3
CA-2014-109680,OFF-ST-10001932,2
CA-2014-109855,OFF-BI-10004716,2
CA-2014-109855,TEC-AC-10002842,3
CA-2014-109890,TEC-PH-10004100,2
CA-2014-109897,FUR-FU-10002878,3
CA-2014-109897,TEC-PH-10003691,8
CA-2014-109904,OFF-AR-10004999,3
CA-2014-109918,OFF-BI-10004308,5
CA-2014-109918,OFF-PA-10000174,2
CA-2014-109932,OFF-ST-10000036,3
CA-2014-110030,FUR-FU-10002759,3
CA-2014-110065,OFF-AR-10004165,7
CA-2014-110100,TEC-PH-10004531,3
CA-2014-110184,OFF-ST-10000107,9
CA-2014-110184,TEC-PH-10000439,8
CA-2014-110219,FUR-CH-10001146,3
CA-2014-110352,OFF-LA-10003923,2
CA-2014-110408,FUR-CH-10003774,6
CA-2014-110408,OFF-ST-10001522,3
CA-2014-110408,TEC-PH-10002352,5
CA-2014-110422,FUR-FU-10001889,3
CA-2014-110527,OFF-LA-10000262,8
CA-2014-110555,OFF-ST-10000876,7
CA-2014-110555,TEC-AC-10003399,6
CA-2014-110555,TEC-PH-10000586,2
CA-2014-110611,OFF-ST-10000642,5
CA-2014-110639,OFF-PA-10004530,4
CA-2014-110786,FUR-FU-10000550,5
CA-2014-110786,FUR-FU-10000672,6
CA-2014-110786,OFF-BI-10003305,3
CA-2014-110786,OFF-LA-10001474,9
CA-2014-110786,TEC-MA-10003183,6
CA-2014-110786,TEC-PH-10001425,3
CA-2014-110849,OFF-AR-10000657,5
CA-2014-110849,OFF-AR-10002375,4
CA-2014-110849,OFF-FA-10000134,2
CA-2014-110849,TEC-MA-10002859,4
CA-2014-111003,OFF-AR-10002135,6
CA-2014-111003,OFF-BI-10001072,3
CA-2014-111059,OFF-BI-10002827,3
CA-2014-111059,OFF-BI-10004593,2
CA-2014-111150,OFF-AR-10000034,7
CA-2014-111150,TEC-AC-10000290,7
CA-2014-111157,OFF-PA-10000327,1
CA-2014-111157,TEC-AC-10004353,3
CA-2014-111192,FUR-BO-10002916,8
CA-2014-111360,OFF-BI-10003350,3
CA-2014-111451,FUR-CH-10001891,3
CA-2014-111451,FUR-FU-10002918,3
CA-2014-111451,FUR-FU-10004091,8
CA-2014-111451,OFF-BI-10004593,5
CA-2014-111451,OFF-FA-10004854,3
CA-2014-111500,OFF-BI-10000829,4
CA-2014-111500,OFF-FA-10002676,7
CA-2014-111500,OFF-PA-10000595,5
CA-2014-111500,TEC-AC-10000844,4
CA-2014-111773,OFF-BI-10000174,3
CA-2014-111857,OFF-PA-10001878,1
CA-2014-111871,FUR-BO-10004218,10
CA-2014-111899,OFF-AR-10001725,2
CA-2014-111899,OFF-FA-10000840,6
CA-2014-111934,OFF-BI-10004364,2
CA-2014-111934,OFF-PA-10000474,1
CA-2014-111962,OFF-BI-10001308,2
CA-2014-111962,OFF-ST-10000046,5
CA-2014-112158,FUR-BO-10003272,5
CA-2014-112158,OFF-BI-10000050,8
CA-2014-112158,TEC-AC-10003628,4
CA-2014-112291,TEC-AC-10000736,2
CA-2014-112291,TEC-AC-10001284,3
CA-2014-112326,OFF-BI-10004094,2
CA-2014-112326,OFF-ST-10002743,3
CA-2014-112403,OFF-BI-10003529,1
CA-2014-112718,OFF-BI-10000591,1
CA-2014-112837,FUR-FU-10004006,3
CA-2014-112851,OFF-EN-10001453,3
CA-2014-113047,OFF-FA-10002763,3
CA-2014-113166,OFF-PA-10001947,2
CA-2014-113257,FUR-FU-10001706,7
CA-2014-113271,FUR-BO-10004218,1
CA-2014-113271,OFF-AR-10003251,2
CA-2014-113271,OFF-BI-10002609,6
CA-2014-113271,OFF-PA-10002365,5
CA-2014-113320,FUR-FU-10001706,3
CA-2014-113320,OFF-ST-10000617,3
CA-2014-113362,OFF-EN-10003845,3
CA-2014-113383,FUR-FU-10001986,5
CA-2014-113383,OFF-AP-10004532,4
CA-2014-113579,OFF-PA-10001457,6
CA-2014-113768,FUR-CH-10002439,6
CA-2014-113768,OFF-PA-10003063,2
CA-2014-113859,FUR-CH-10004698,6
CA-2014-113880,FUR-CH-10000863,6
CA-2014-113880,OFF-PA-10003036,3
CA-2014-113887,OFF-PA-10004071,1
CA-2014-113929,OFF-AR-10003772,4
CA-2014-113929,OFF-BI-10002852,3
CA-2014-113964,OFF-BI-10004654,4
CA-2014-114125,OFF-BI-10003291,6
CA-2014-114125,OFF-LA-10004559,1
CA-2014-114125,OFF-ST-10001505,4
CA-2014-114181,FUR-BO-10004467,7
CA-2014-114181,OFF-AR-10000716,5
CA-2014-114195,FUR-FU-10002253,2
CA-2014-114195,OFF-BI-10000494,2
CA-2014-114195,OFF-BI-10001658,3
CA-2014-114251,FUR-FU-10001468,2
CA-2014-114251,OFF-BI-10003684,2
CA-2014-114251,OFF-ST-10003716,6
CA-2014-114251,TEC-AC-10001101,5
CA-2014-114251,TEC-AC-10004864,2
CA-2014-114314,FUR-FU-10002107,4
CA-2014-114314,OFF-LA-10000240,1
CA-2014-114321,FUR-CH-10001797,13
CA-2014-114321,OFF-BI-10001359,1
CA-2014-114321,OFF-PA-10000246,2
CA-2014-114335,FUR-FU-10000277,4
CA-2014-114433,TEC-AC-10002800,3
CA-2014-114510,OFF-BI-10001617,4
CA-2014-114510,OFF-BI-10003007,2
CA-2014-114510,OFF-ST-10000736,1
CA-2014-114510,OFF-ST-10003221,2
CA-2014-114510,TEC-AC-10004877,12
CA-2014-114517,FUR-TA-10001676,2
CA-2014-114643,OFF-AR-10003631,3
CA-2014-114790,OFF-AP-10002578,3
CA-2014-114790,OFF-PA-10000213,3
CA-2014-114790,TEC-AC-10000710,2
CA-2014-114790,TEC-PH-10000984,3
CA-2014-115049,TEC-AC-10004859,11
CA-2014-115056,OFF-AP-10003971,3
CA-2014-115084,FUR-CH-10004626,6
CA-2014-115133,OFF-AP-10001634,6
CA-2014-115133,OFF-PA-10000174,4
CA-2014-115133,TEC-AC-10002370,2
CA-2014-115161,FUR-BO-10003966,2
CA-2014-115259,OFF-EN-10002504,6
CA-2014-115259,OFF-EN-10002600,2
CA-2014-115259,OFF-FA-10000621,14
CA-2014-115259,OFF-PA-10004965,3
CA-2014-115336,OFF-BI-10001107,5
CA-2014-115357,TEC-AC-10000023,3
CA-2014-115791,FUR-FU-10001095,6
CA-2014-115791,OFF-BI-10001575,2
CA-2014-115791,OFF-LA-10001074,3
CA-2014-115791,TEC-PH-10004614,3
CA-2014-115812,FUR-FU-10001487,7
CA-2014-115812,FUR-TA-10001539,9
CA-2014-115812,OFF-AP-10002892,5
CA-2014-115812,OFF-AR-10002833,4
CA-2014-115812,OFF-BI-10003910,3
CA-2014-115812,TEC-PH-10002033,4
CA-2014-115812,TEC-PH-10002275,6
CA-2014-115889,OFF-ST-10003208,2
CA-2014-115889,TEC-PH-10001615,2
CA-2014-115973,OFF-AR-10004757,1
CA-2014-115980,OFF-FA-10000304,3
CA-2014-116190,FUR-CH-10000553,2
CA-2014-116190,FUR-FU-10000719,3
CA-2014-116190,OFF-LA-10002762,13
CA-2014-116246,FUR-CH-10002024,6
CA-2014-116407,OFF-AP-10002118,2
CA-2014-116407,OFF-AR-10001315,3
CA-2014-116407,OFF-PA-10002137,4
CA-2014-116568,FUR-CH-10002439,4
CA-2014-116666,TEC-CO-10001449,5
CA-2014-116673,FUR-FU-10003829,2
CA-2014-116757,OFF-FA-10002815,6
CA-2014-116757,OFF-PA-10002005,5
CA-2014-116785,OFF-AR-10003504,5
CA-2014-116785,OFF-LA-10000305,2
CA-2014-116834,FUR-FU-10001196,11
CA-2014-116834,TEC-AC-10002942,5
CA-2014-116904,OFF-BI-10000301,2
CA-2014-116904,OFF-BI-10001120,5
CA-2014-116904,OFF-PA-10004888,5
CA-2014-116904,OFF-ST-10000736,5
CA-2014-116932,FUR-CH-10001215,2
CA-2014-116932,FUR-TA-10004175,1
CA-2014-116932,OFF-AR-10002067,5
CA-2014-117016,OFF-AR-10001374,3
CA-2014-117317,OFF-PA-10004519,3
CA-2014-117345,FUR-FU-10000629,4
CA-2014-117345,OFF-AP-10001005,1
CA-2014-117345,OFF-LA-10000240,3
CA-2014-117345,OFF-PA-10002377,2
CA-2014-117429,FUR-FU-10000222,5
CA-2014-117464,FUR-CH-10000155,3
CA-2014-117464,FUR-TA-10004767,3
CA-2014-117464,OFF-AR-10003190,4
CA-2014-117464,OFF-ST-10003058,10
CA-2014-117478,OFF-BI-10000050,3
CA-2014-117639,OFF-BI-10003925,7
CA-2014-117639,TEC-PH-10001530,3
CA-2014-117709,OFF-BI-10001294,4
CA-2014-117765,FUR-CH-10004698,2
CA-2014-117765,FUR-TA-10001039,5
CA-2014-117765,OFF-BI-10000474,2
CA-2014-117765,OFF-ST-10003327,2
CA-2014-118192,OFF-BI-10003476,2
CA-2014-118192,OFF-PA-10002947,7
CA-2014-118276,FUR-FU-10002111,3
CA-2014-118304,TEC-PH-10000376,2
CA-2014-118339,OFF-AP-10001154,2
CA-2014-118339,OFF-AR-10003829,6
CA-2014-118339,OFF-BI-10000136,6
CA-2014-118339,OFF-BI-10001758,10
CA-2014-118339,OFF-PA-10000466,7
CA-2014-118962,FUR-CH-10003817,7
CA-2014-118962,OFF-PA-10000659,3
CA-2014-118962,OFF-PA-10001144,2
CA-2014-118976,OFF-AR-10004752,2
CA-2014-118976,OFF-LA-10000452,1
CA-2014-118976,OFF-ST-10000877,9
CA-2014-119032,OFF-FA-10003021,2
CA-2014-119144,FUR-BO-10004015,3
CA-2014-119144,OFF-ST-10000991,3
CA-2014-119144,TEC-PH-10004188,4
CA-2014-119151,FUR-BO-10003159,3
CA-2014-119151,OFF-ST-10003470,4
CA-2014-119172,OFF-BI-10002026,9
CA-2014-119375,FUR-FU-10002379,3
CA-2014-119375,OFF-AR-10003752,5
CA-2014-119466,FUR-FU-10001546,2
CA-2014-119529,OFF-BI-10000546,2
CA-2014-119977,OFF-PA-10003823,4
CA-2014-120096,OFF-AP-10000692,2
CA-2014-120096,OFF-PA-10001977,4
CA-2014-120243,OFF-LA-10004425,4
CA-2014-120278,OFF-AP-10001293,6
CA-2014-120278,OFF-BI-10004970,3
CA-2014-120278,OFF-ST-10004258,3
CA-2014-120411,FUR-BO-10004218,5
CA-2014-120411,TEC-PH-10002185,2
CA-2014-120432,OFF-SU-10004661,3
CA-2014-120474,FUR-CH-10001854,8
CA-2014-120474,OFF-AR-10000475,4
CA-2014-120544,FUR-FU-10001940,2
CA-2014-120544,OFF-AP-10004336,3
CA-2014-120544,TEC-AC-10003709,7
CA-2014-120670,TEC-AC-10004171,10
CA-2014-120768,FUR-CH-10000513,14
CA-2014-120768,OFF-BI-10001191,6
CA-2014-120768,OFF-SU-10004115,1
CA-2014-120775,FUR-FU-10000758,3
CA-2014-120775,OFF-BI-10002609,3
CA-2014-120775,OFF-FA-10000254,4
CA-2014-120775,OFF-FA-10002676,3
CA-2014-120775,OFF-LA-10002271,2
CA-2014-120838,OFF-ST-10000585,2
CA-2014-120838,TEC-PH-10003484,6
CA-2014-120852,OFF-AP-10001563,2
CA-2014-120852,TEC-AC-10004510,5
CA-2014-120950,OFF-PA-10000587,6
CA-2014-121006,FUR-CH-10004997,3
CA-2014-121006,OFF-AR-10001149,2
CA-2014-121006,OFF-PA-10000130,3
CA-2014-121006,OFF-PA-10002479,3
CA-2014-121006,OFF-ST-10001490,3
CA-2014-121006,OFF-ST-10004950,3
CA-2014-121167,OFF-BI-10003676,2
CA-2014-121286,OFF-AP-10004859,5
CA-2014-121286,OFF-FA-10000585,3
CA-2014-121573,OFF-BI-10000666,2
CA-2014-121573,OFF-BI-10003712,2
CA-2014-121573,TEC-PH-10000984,4
CA-2014-121629,TEC-MA-10004679,5
CA-2014-121664,OFF-BI-10003684,8
CA-2014-121727,OFF-AR-10004930,2
CA-2014-121762,OFF-SU-10000157,2
CA-2014-121762,TEC-AC-10000736,3
CA-2014-121769,FUR-TA-10004442,1
CA-2014-122070,OFF-BI-10004970,3
CA-2014-122070,OFF-EN-10004773,8
CA-2014-122217,FUR-FU-10002045,5
CA-2014-122336,OFF-AR-10000122,4
CA-2014-122336,OFF-FA-10002780,13
CA-2014-122336,TEC-PH-10000702,12
CA-2014-122567,OFF-AP-10001303,2
CA-2014-122567,OFF-BI-10002012,3
CA-2014-122588,FUR-FU-10001095,2
CA-2014-122609,FUR-FU-10004587,3
CA-2014-122609,TEC-AC-10002567,2
CA-2014-122679,OFF-AR-10004757,6
CA-2014-122749,TEC-PH-10003811,4
CA-2014-122882,FUR-FU-10000758,2
CA-2014-122882,OFF-ST-10002344,1
CA-2014-122882,TEC-MA-10004679,4
CA-2014-122882,TEC-PH-10003589,3
CA-2014-122931,FUR-TA-10004147,1
CA-2014-122931,FUR-TA-10004175,2
CA-2014-122931,OFF-AR-10003469,3
CA-2014-122931,OFF-LA-10002945,11
CA-2014-122931,OFF-PA-10000533,4
CA-2014-122931,OFF-ST-10004459,6
CA-2014-123064,OFF-AR-10004582,4
CA-2014-123127,OFF-AP-10001962,2
CA-2014-123225,OFF-PA-10000552,2
CA-2014-123225,TEC-PH-10000895,4
CA-2014-123260,TEC-AC-10002323,8
CA-2014-123295,FUR-CH-10002372,4
CA-2014-123316,OFF-BI-10002764,3
CA-2014-123323,OFF-BI-10003684,7
CA-2014-123344,OFF-ST-10001713,4
CA-2014-123400,OFF-BI-10000666,2
CA-2014-123400,TEC-PH-10002890,5
CA-2014-123477,OFF-AP-10000692,4
CA-2014-123498,OFF-EN-10004773,3
CA-2014-123855,TEC-PH-10000215,5
CA-2014-123925,OFF-AR-10002952,3
CA-2014-124023,FUR-FU-10004415,2
CA-2014-124079,FUR-FU-10002553,3
CA-2014-124079,OFF-BI-10002103,2
CA-2014-124247,FUR-CH-10001854,5
CA-2014-124394,OFF-BI-10003676,5
CA-2014-124394,TEC-AC-10001314,3
CA-2014-124429,FUR-TA-10002607,10
CA-2014-124429,OFF-ST-10001809,4
CA-2014-124464,OFF-AP-10000576,1
CA-2014-124478,FUR-FU-10002088,6
CA-2014-124478,OFF-AP-10002495,3
CA-2014-124478,OFF-EN-10002500,3
CA-2014-124478,TEC-CO-10001571,1
CA-2014-124478,TEC-PH-10001128,2
CA-2014-124513,OFF-AR-10002956,3
CA-2014-124618,TEC-CO-10004202,2
CA-2014-124646,OFF-ST-10001097,3
CA-2014-124646,OFF-ST-10001469,3
CA-2014-124688,FUR-FU-10002456,4
CA-2014-124688,FUR-TA-10003569,3
CA-2014-124688,TEC-PH-10000455,5
CA-2014-124702,FUR-FU-10003553,2
CA-2014-124702,FUR-TA-10003008,4
CA-2014-124709,TEC-AC-10002842,2
CA-2014-124723,FUR-TA-10001307,2
CA-2014-124730,OFF-BI-10001031,4
CA-2014-124730,OFF-LA-10001158,9
CA-2014-124730,OFF-LA-10001613,4
CA-2014-124730,TEC-PH-10002170,4
CA-2014-124737,FUR-FU-10003274,3
CA-2014-124737,OFF-PA-10000019,6
CA-2014-124737,OFF-PA-10001125,9
CA-2014-124737,OFF-PA-10001837,3
CA-2014-124737,OFF-SU-10004661,1
CA-2014-124737,TEC-PH-10000149,9
CA-2014-124807,OFF-PA-10001526,9
CA-2014-124856,FUR-FU-10000521,4
CA-2014-124856,OFF-LA-10000121,3
CA-2014-124856,OFF-PA-10001289,2
CA-2014-124856,OFF-ST-10002615,9
CA-2014-125136,OFF-PA-10001457,8
CA-2014-125136,OFF-PA-10001804,2
CA-2014-125150,FUR-CH-10002439,5
CA-2014-125514,OFF-AP-10000358,2
CA-2014-125514,OFF-AP-10003281,3
CA-2014-125514,OFF-PA-10000029,1
CA-2014-125542,OFF-ST-10001469,4
CA-2014-125556,OFF-BI-10003460,10
CA-2014-125556,TEC-PH-10001079,7
CA-2014-125612,OFF-PA-10001019,2
CA-2014-125612,OFF-ST-10003221,2
CA-2014-125612,OFF-SU-10002537,10
CA-2014-125682,OFF-PA-10001752,2
CA-2014-125731,FUR-CH-10003973,5
CA-2014-125731,OFF-EN-10003072,7
CA-2014-125759,FUR-FU-10002111,2
CA-2014-125829,FUR-TA-10002041,4
CA-2014-125829,OFF-BI-10001036,3
CA-2014-125829,OFF-PA-10000223,3
CA-2014-125829,TEC-MA-10003246,4
CA-2014-125829,TEC-PH-10001079,7
CA-2014-125997,FUR-BO-10002213,2
CA-2014-125997,FUR-CH-10001394,2
CA-2014-125997,OFF-AP-10003842,1
CA-2014-125997,OFF-LA-10002762,6
CA-2014-125997,TEC-PH-10003072,9
CA-2014-125997,TEC-PH-10003484,5
CA-2014-126032,TEC-AC-10000158,3
CA-2014-126193,OFF-BI-10001249,3
CA-2014-126193,OFF-BI-10004632,5
CA-2014-126193,OFF-FA-10000936,5
CA-2014-126200,OFF-BI-10002133,3
CA-2014-126200,OFF-BI-10002225,3
CA-2014-126277,OFF-BI-10004022,3
CA-2014-126333,OFF-PA-10000223,1
CA-2014-126361,OFF-AP-10003590,3
CA-2014-126361,OFF-AR-10000896,5
CA-2014-126361,OFF-BI-10002852,1
CA-2014-126361,OFF-PA-10000806,8
CA-2014-126361,OFF-ST-10002289,5
CA-2014-126361,TEC-PH-10002310,5
CA-2014-126403,FUR-CH-10003761,6
CA-2014-126403,OFF-PA-10001144,3
CA-2014-126403,OFF-PA-10004665,2
CA-2014-126403,OFF-ST-10000078,5
CA-2014-126480,OFF-PA-10004610,2
CA-2014-126522,OFF-AR-10004042,3
CA-2014-126683,FUR-FU-10001706,2
CA-2014-126683,FUR-TA-10002958,9
CA-2014-126760,FUR-CH-10003312,3
CA-2014-126760,FUR-FU-10004018,9
CA-2014-126760,TEC-AC-10004814,3
CA-2014-126760,TEC-PH-10001363,2
CA-2014-126802,FUR-FU-10000193,3
CA-2014-126907,OFF-PA-10000533,3
CA-2014-126963,OFF-PA-10001952,2
